Order_ID,SKU,Pick_Zone,Picker_ID,Received_Timestamp,Putaway_Timestamp,Ordered_Qty,Picked_Qty,Pick_Duration_Minutes,Location_Capacity_M3,Occupied_Volume_M3
ORD-10463,SKU-122,Zone_B_Mezzanine,PKR-03,06-01-2026 02:12,47:30.7,3,3,16,10,9.19
ORD-10464,SKU-108,Zone_A_HighBay,PKR-02,06-01-2026 02:15,29:31.4,3,3,9,10,6.92
ORD-10465,SKU-111,Zone_A_HighBay,PKR-07,06-01-2026 02:38,50:29.3,4,4,10,10,6.48
ORD-10466,SKU-100,Zone_A_HighBay,PKR-02,06-01-2026 02:56,09:51.1,5,5,5,10,6.77
ORD-10467,SKU-100,Zone_A_HighBay,PKR-03,06-01-2026 03:10,34:08.1,8,8,5,10,9
ORD-10468,SKU-146,Zone_C_Bulk,PKR-07,06-01-2026 03:29,05:45.7,16,16,14,10,7.66
ORD-10469,SKU-133,Zone_A_HighBay,PKR-04,06-01-2026 03:39,44:06.1,3,3,14,10,7.17
ORD-10470,SKU-131,Zone_B_Mezzanine,PKR-01,06-01-2026 03:41,51:32.6,12,12,7,10,8.79
ORD-10471,SKU-147,Zone_A_HighBay,PKR-05,06-01-2026 03:55,12:24.6,8,8,21,10,7.26
ORD-10472,SKU-124,Zone_A_HighBay,PKR-09,06-01-2026 04:04,27:23.1,13,13,23,10,7.07
ORD-10473,SKU-139,Zone_C_Bulk,PKR-08,06-01-2026 04:39,59:36.7,4,4,15,10,6.66
ORD-10474,SKU-144,Zone_A_HighBay,PKR-09,06-01-2026 04:47,07:42.0,14,14,22,10,7.21
ORD-10475,SKU-100,Zone_B_Mezzanine,PKR-09,06-01-2026 05:03,24:38.9,14,14,6,10,7.01
ORD-10476,SKU-115,Zone_C_Bulk,PKR-07,06-01-2026 05:22,36:20.7,13,13,13,10,8.17
ORD-10477,SKU-138,Zone_B_Mezzanine,PKR-04,06-01-2026 05:37,51:11.5,6,6,21,10,6.93
ORD-10478,SKU-104,Zone_C_Bulk,PKR-05,06-01-2026 05:35,49:04.1,17,17,18,10,7.85
ORD-10479,SKU-121,Zone_A_HighBay,PKR-01,06-01-2026 06:06,38:26.6,4,4,8,10,6.21
ORD-10480,SKU-128,Zone_A_HighBay,PKR-01,06-01-2026 06:17,41:21.5,8,8,21,10,6.61
ORD-10481,SKU-102,Zone_A_HighBay,PKR-03,06-01-2026 06:40,38:39.9,17,17,21,10,7.3
ORD-10482,SKU-111,Zone_B_Mezzanine,PKR-08,06-01-2026 06:35,03:57.5,3,3,16,10,9
ORD-10483,SKU-125,Zone_C_Bulk,PKR-02,06-01-2026 06:48,59:26.6,17,17,24,10,7.21
ORD-10484,SKU-115,Zone_A_HighBay,PKR-04,06-01-2026 07:11,03:00.2,9,9,22,10,8.13
ORD-10485,SKU-136,Zone_B_Mezzanine,PKR-02,06-01-2026 07:33,59:03.0,2,2,7,10,6.82
ORD-10486,SKU-121,Zone_A_HighBay,PKR-05,06-01-2026 07:58,53:44.7,13,13,15,10,6.41
ORD-10487,SKU-128,Zone_B_Mezzanine,PKR-09,06-01-2026 08:11,49:28.4,2,2,22,10,6.19
ORD-10488,SKU-113,Zone_A_HighBay,PKR-01,06-01-2026 08:28,18:46.9,11,11,8,10,6.98
ORD-10489,SKU-127,Zone_C_Bulk,PKR-05,06-01-2026 08:16,34:08.3,15,15,21,10,6.5
ORD-10490,SKU-104,Zone_B_Mezzanine,PKR-09,06-01-2026 08:46,48:01.1,11,11,22,10,6.56
ORD-10491,SKU-146,Zone_A_HighBay,PKR-01,06-01-2026 08:55,45:03.4,3,3,9,10,8.43
ORD-10492,SKU-148,Zone_A_HighBay,PKR-09,06-01-2026 09:10,11:27.5,3,3,18,10,6.05
ORD-10493,SKU-129,Zone_A_HighBay,PKR-08,06-01-2026 09:35,38:36.7,12,12,14,10,7.78
ORD-10494,SKU-145,Zone_A_HighBay,PKR-04,06-01-2026 09:45,14:16.6,5,5,19,10,7.21
ORD-10495,SKU-104,Zone_A_HighBay,PKR-05,06-01-2026 09:46,04:55.7,7,7,5,10,7.62
ORD-10496,SKU-111,Zone_C_Bulk,PKR-05,06-01-2026 10:01,23:46.3,7,7,20,10,7.8
ORD-10497,SKU-115,Zone_B_Mezzanine,PKR-06,06-01-2026 10:37,46:15.3,13,13,15,10,7
ORD-10498,SKU-125,Zone_B_Mezzanine,PKR-07,06-01-2026 10:37,05:07.4,9,9,24,10,6.94
ORD-10499,SKU-125,Zone_A_HighBay,PKR-08,06-01-2026 10:57,13:13.2,13,13,10,10,8.35
ORD-10500,SKU-147,Zone_C_Bulk,PKR-08,06-01-2026 11:09,09:53.0,12,12,20,10,8.79
ORD-10501,SKU-120,Zone_B_Mezzanine,PKR-02,06-01-2026 11:22,16:17.0,13,13,6,10,6.62
ORD-10502,SKU-138,Zone_A_HighBay,PKR-09,06-01-2026 11:59,50:46.9,10,10,5,10,6.31
ORD-10503,SKU-135,Zone_B_Mezzanine,PKR-07,06-01-2026 11:48,12:50.0,1,1,13,10,8.87
ORD-10504,SKU-132,Zone_B_Mezzanine,PKR-04,06-01-2026 12:14,34:21.9,8,8,16,10,7.12
ORD-10505,SKU-129,Zone_A_HighBay,PKR-04,06-01-2026 12:44,05:00.0,16,16,21,10,7.76
ORD-10506,SKU-136,Zone_A_HighBay,PKR-08,06-01-2026 12:30,37:14.2,13,13,19,10,7.15
ORD-10507,SKU-122,Zone_A_HighBay,PKR-04,06-01-2026 12:55,00:23.7,3,3,23,10,6.4
ORD-10508,SKU-109,Zone_A_HighBay,PKR-06,06-01-2026 13:06,00:32.4,3,3,14,10,7.89
ORD-10509,SKU-104,Zone_C_Bulk,PKR-05,06-01-2026 13:31,35:03.0,5,5,16,10,7.68
ORD-10510,SKU-135,Zone_C_Bulk,PKR-03,06-01-2026 13:56,26:43.1,11,11,18,10,6.65
ORD-10511,SKU-133,Zone_B_Mezzanine,PKR-02,06-01-2026 14:04,27:35.8,7,7,13,10,7.45
ORD-10512,SKU-130,Zone_A_HighBay,PKR-09,06-01-2026 14:23,04:52.8,10,10,17,10,8.55
ORD-10513,SKU-109,Zone_A_HighBay,PKR-09,06-01-2026 14:32,46:41.3,10,10,7,10,7.89
ORD-10514,SKU-118,Zone_B_Mezzanine,PKR-01,06-01-2026 14:51,53:30.4,2,2,18,10,6.31
ORD-10515,SKU-131,Zone_B_Mezzanine,PKR-03,06-01-2026 15:13,51:22.6,3,3,14,10,7.75
ORD-10516,SKU-100,Zone_A_HighBay,PKR-08,06-01-2026 15:21,36:43.1,8,8,20,10,8.25
ORD-10517,SKU-104,Zone_B_Mezzanine,PKR-06,06-01-2026 15:26,25:44.7,11,11,11,10,8.54
ORD-10518,SKU-144,Zone_C_Bulk,PKR-05,06-01-2026 15:38,42:32.3,13,13,8,10,8.01
ORD-10519,SKU-103,Zone_A_HighBay,PKR-05,06-01-2026 15:49,40:55.2,7,7,24,10,6.49
ORD-10520,SKU-115,Zone_A_HighBay,PKR-06,06-01-2026 16:09,54:01.5,13,13,15,10,8.27
ORD-10521,SKU-123,Zone_B_Mezzanine,PKR-07,06-01-2026 16:18,34:10.7,2,2,20,10,8.17
ORD-10522,SKU-115,Zone_A_HighBay,PKR-01,06-01-2026 16:34,04:41.2,6,6,24,10,6.08
ORD-10523,SKU-101,Zone_A_HighBay,PKR-09,06-01-2026 17:12,48:35.6,9,9,8,10,7.32
ORD-10524,SKU-148,Zone_A_HighBay,PKR-03,06-01-2026 17:27,31:19.5,2,2,21,10,7.07
ORD-10525,SKU-127,Zone_A_HighBay,PKR-04,06-01-2026 17:24,11:17.5,18,18,17,10,8.14
ORD-10526,SKU-131,Zone_B_Mezzanine,PKR-01,06-01-2026 17:40,01:01.4,16,16,15,10,6.69
ORD-10527,SKU-126,Zone_B_Mezzanine,PKR-03,06-01-2026 18:05,05:52.3,12,12,7,10,7.89
ORD-10528,SKU-119,Zone_A_HighBay,PKR-02,06-01-2026 18:23,48:08.0,7,7,13,10,8.92
ORD-10529,SKU-123,Zone_C_Bulk,PKR-02,06-01-2026 18:24,24:06.0,7,7,10,10,8.55
ORD-10530,SKU-111,Zone_C_Bulk,PKR-01,06-01-2026 18:57,16:36.6,17,17,15,10,8.95
ORD-10531,SKU-149,Zone_C_Bulk,PKR-08,06-01-2026 18:52,49:02.0,13,13,20,10,9.13
ORD-10532,SKU-134,Zone_A_HighBay,PKR-03,06-01-2026 19:01,02:27.7,11,11,23,10,6.03
ORD-10533,SKU-132,Zone_A_HighBay,PKR-03,06-01-2026 19:37,06:07.1,6,6,9,10,7.99
ORD-10534,SKU-132,Zone_C_Bulk,PKR-06,06-01-2026 19:37,27:05.5,14,14,18,10,7.32
ORD-10535,SKU-142,Zone_B_Mezzanine,PKR-08,06-01-2026 20:00,12:06.7,6,6,21,10,8.75
ORD-10536,SKU-136,Zone_A_HighBay,PKR-09,06-01-2026 20:26,55:40.4,6,6,7,10,6.81
ORD-10537,SKU-111,Zone_A_HighBay,PKR-09,06-01-2026 20:36,34:28.9,2,2,8,10,9.14
ORD-10538,SKU-102,Zone_A_HighBay,PKR-04,06-01-2026 20:34,10:10.9,15,15,20,10,7.96
ORD-10539,SKU-100,Zone_C_Bulk,PKR-05,06-01-2026 21:11,21:11.0,17,17,20,10,8.54
ORD-10540,SKU-132,Zone_B_Mezzanine,PKR-02,06-01-2026 21:24,24:00.2,8,8,8,10,6.27
ORD-10541,SKU-139,Zone_A_HighBay,PKR-09,06-01-2026 21:43,15:05.6,5,5,23,10,6.59
ORD-10542,SKU-109,Zone_A_HighBay,PKR-08,06-01-2026 21:32,33:09.6,17,17,21,10,8.43
ORD-10543,SKU-142,Zone_B_Mezzanine,PKR-03,06-01-2026 21:56,12:36.2,1,1,17,10,6.07
ORD-10544,SKU-143,Zone_C_Bulk,PKR-09,06-01-2026 22:12,02:55.0,18,18,5,10,8.61
ORD-10545,SKU-128,Zone_A_HighBay,PKR-03,06-01-2026 22:27,34:39.3,15,15,16,10,6.04
ORD-10546,SKU-112,Zone_B_Mezzanine,PKR-09,06-01-2026 22:39,13:11.9,5,5,8,10,8.1
ORD-10547,SKU-111,Zone_C_Bulk,PKR-02,06-01-2026 22:48,22:59.1,7,7,15,10,7.17
ORD-10548,SKU-130,Zone_A_HighBay,PKR-09,06-01-2026 23:08,16:32.8,18,18,9,10,7.96
ORD-10549,SKU-145,Zone_B_Mezzanine,PKR-08,06-01-2026 23:36,44:41.9,6,6,6,10,8.23
ORD-10550,SKU-101,Zone_A_HighBay,PKR-09,06-01-2026 23:53,21:51.6,5,5,21,10,7.1
ORD-10551,SKU-149,Zone_B_Mezzanine,PKR-05,07-01-2026 00:07,54:52.1,19,19,12,10,6.35
ORD-10552,SKU-134,Zone_B_Mezzanine,PKR-02,07-01-2026 00:26,55:36.1,10,10,10,10,6.22
ORD-10553,SKU-122,Zone_B_Mezzanine,PKR-08,07-01-2026 00:16,29:07.4,15,15,13,10,7.88
ORD-10554,SKU-116,Zone_B_Mezzanine,PKR-06,07-01-2026 00:48,15:31.0,10,10,17,10,7.67
ORD-10555,SKU-125,Zone_A_HighBay,PKR-08,07-01-2026 00:45,45:31.5,16,16,15,10,8.38
ORD-10556,SKU-107,Zone_C_Bulk,PKR-05,07-01-2026 01:24,52:22.3,12,12,20,10,7.63
ORD-10557,SKU-128,Zone_B_Mezzanine,PKR-02,07-01-2026 01:43,39:54.9,18,18,20,10,7.35
ORD-10558,SKU-125,Zone_A_HighBay,PKR-06,07-01-2026 01:36,28:03.9,1,1,6,10,7.27
ORD-10559,SKU-109,Zone_B_Mezzanine,PKR-05,07-01-2026 02:01,04:03.3,16,16,14,10,6.08
ORD-10560,SKU-125,Zone_B_Mezzanine,PKR-05,07-01-2026 02:02,20:33.4,6,6,16,10,7.07
ORD-10561,SKU-133,Zone_A_HighBay,PKR-01,07-01-2026 02:34,39:43.3,3,3,12,10,9.12
ORD-10562,SKU-140,Zone_C_Bulk,PKR-02,07-01-2026 02:49,05:47.9,2,2,15,10,8.8
ORD-10563,SKU-106,Zone_C_Bulk,PKR-08,07-01-2026 03:05,56:13.0,2,2,14,10,7.05
ORD-10564,SKU-103,Zone_A_HighBay,PKR-03,07-01-2026 03:29,24:32.4,13,13,17,10,7.88
ORD-10565,SKU-149,Zone_C_Bulk,PKR-03,07-01-2026 03:17,34:39.7,9,9,21,10,8.71
ORD-10566,SKU-144,Zone_A_HighBay,PKR-08,07-01-2026 03:32,58:42.8,16,16,11,10,7.41
ORD-10567,SKU-110,Zone_A_HighBay,PKR-08,07-01-2026 04:01,44:03.9,5,5,7,10,6.06
ORD-10568,SKU-128,Zone_A_HighBay,PKR-02,07-01-2026 04:06,54:43.4,7,7,24,10,6.24
ORD-10569,SKU-135,Zone_C_Bulk,PKR-08,07-01-2026 04:41,51:15.9,13,13,17,10,7.63
ORD-10570,SKU-124,Zone_B_Mezzanine,PKR-01,07-01-2026 04:55,47:42.2,13,13,23,10,9.1
ORD-10571,SKU-120,Zone_A_HighBay,PKR-06,07-01-2026 04:58,19:02.2,7,7,11,10,8.22
ORD-10572,SKU-135,Zone_A_HighBay,PKR-08,07-01-2026 05:16,29:48.4,10,10,13,10,6.23
ORD-10573,SKU-109,Zone_B_Mezzanine,PKR-03,07-01-2026 05:32,01:39.8,15,15,23,10,6.61
ORD-10574,SKU-136,Zone_A_HighBay,PKR-08,07-01-2026 05:42,04:42.5,6,6,17,10,8.47
ORD-10575,SKU-108,Zone_C_Bulk,PKR-01,07-01-2026 06:04,59:13.6,5,6,12,10,8.69
ORD-10576,SKU-123,Zone_C_Bulk,PKR-09,07-01-2026 06:28,40:53.6,2,2,22,10,7.98
ORD-10577,SKU-134,Zone_B_Mezzanine,PKR-09,07-01-2026 06:34,39:43.2,15,15,6,10,8.06
ORD-10578,SKU-148,Zone_C_Bulk,PKR-05,07-01-2026 06:50,47:41.2,16,16,22,10,6.09
ORD-10579,SKU-134,Zone_A_HighBay,PKR-04,07-01-2026 07:11,28:05.7,19,19,22,10,8.65
ORD-10580,SKU-147,Zone_C_Bulk,PKR-06,07-01-2026 07:17,07:04.9,9,9,15,10,8.52
ORD-10581,SKU-135,Zone_B_Mezzanine,PKR-07,07-01-2026 07:18,40:01.2,19,19,5,10,6.83
ORD-10582,SKU-117,Zone_B_Mezzanine,PKR-05,07-01-2026 07:30,26:50.3,7,7,18,10,8.27
ORD-10583,SKU-148,Zone_A_HighBay,PKR-09,07-01-2026 08:02,19:58.5,4,4,20,10,6.69
ORD-10584,SKU-138,Zone_C_Bulk,PKR-03,07-01-2026 08:00,29:49.3,3,3,15,10,6.13
ORD-10585,SKU-131,Zone_A_HighBay,PKR-07,07-01-2026 08:40,15:38.1,11,11,5,10,6.64
ORD-10586,SKU-123,Zone_A_HighBay,PKR-05,07-01-2026 08:55,35:52.6,1,1,11,10,6.57
ORD-10587,SKU-122,Zone_A_HighBay,PKR-07,07-01-2026 08:57,21:07.5,6,6,20,10,7.08
ORD-10588,SKU-131,Zone_B_Mezzanine,PKR-02,07-01-2026 09:19,29:50.4,11,11,18,10,7.34
ORD-10589,SKU-136,Zone_B_Mezzanine,PKR-04,07-01-2026 09:34,01:14.3,1,1,19,10,7.63
ORD-10590,SKU-111,Zone_B_Mezzanine,PKR-02,07-01-2026 09:52,57:35.0,7,7,18,10,7.53
ORD-10591,SKU-148,Zone_C_Bulk,PKR-07,07-01-2026 09:54,39:32.0,6,6,15,10,6.87
ORD-10592,SKU-112,Zone_A_HighBay,PKR-02,07-01-2026 10:26,25:13.8,14,14,20,10,6.09
ORD-10593,SKU-122,Zone_B_Mezzanine,PKR-01,07-01-2026 10:25,05:39.4,2,2,23,10,7.94
ORD-10594,SKU-124,Zone_A_HighBay,PKR-09,07-01-2026 10:38,14:03.8,4,4,21,10,7.27
ORD-10595,SKU-134,Zone_C_Bulk,PKR-01,07-01-2026 10:53,12:29.7,11,11,10,10,6.96
ORD-10596,SKU-140,Zone_C_Bulk,PKR-08,07-01-2026 11:04,38:51.3,15,15,15,10,8.77
ORD-10597,SKU-129,Zone_B_Mezzanine,PKR-02,07-01-2026 11:40,19:47.0,18,18,21,10,8.39
ORD-10598,SKU-116,Zone_B_Mezzanine,PKR-08,07-01-2026 11:30,35:31.8,1,1,13,10,8.74
ORD-10599,SKU-148,Zone_A_HighBay,PKR-03,07-01-2026 12:01,25:38.7,3,3,22,10,7.58
ORD-10600,SKU-119,Zone_A_HighBay,PKR-06,07-01-2026 12:21,46:54.7,3,3,21,10,6.42
ORD-10601,SKU-147,Zone_C_Bulk,PKR-03,07-01-2026 12:16,58:58.0,7,7,16,10,8.23
ORD-10602,SKU-124,Zone_A_HighBay,PKR-07,07-01-2026 12:53,45:21.4,1,1,9,10,6.66
ORD-10603,SKU-121,Zone_A_HighBay,PKR-09,07-01-2026 12:57,27:25.7,11,11,15,10,7.41
ORD-10604,SKU-112,Zone_A_HighBay,PKR-02,07-01-2026 13:08,43:15.4,6,6,8,10,6.21
ORD-10605,SKU-118,Zone_C_Bulk,PKR-05,07-01-2026 13:43,49:05.6,3,3,8,10,8.64
ORD-10606,SKU-148,Zone_A_HighBay,PKR-06,07-01-2026 13:33,38:16.3,19,19,7,10,6.4
ORD-10607,SKU-135,Zone_A_HighBay,PKR-04,07-01-2026 13:49,42:34.2,2,2,21,10,8.89
ORD-10608,SKU-111,Zone_B_Mezzanine,PKR-04,07-01-2026 14:10,01:55.7,18,18,11,10,8.77
ORD-10609,SKU-140,Zone_C_Bulk,PKR-04,07-01-2026 14:38,50:16.3,12,12,8,10,7.49
ORD-10610,SKU-118,Zone_A_HighBay,PKR-02,07-01-2026 14:48,55:08.1,10,10,17,10,8.38
ORD-10611,SKU-111,Zone_A_HighBay,PKR-04,07-01-2026 15:05,26:43.3,5,5,16,10,7.98
ORD-10612,SKU-108,Zone_A_HighBay,PKR-01,07-01-2026 15:02,28:40.2,9,9,5,10,8.57
ORD-10613,SKU-106,Zone_A_HighBay,PKR-06,07-01-2026 15:26,39:37.8,2,2,23,10,7.38
ORD-10614,SKU-127,Zone_A_HighBay,PKR-01,07-01-2026 15:55,48:36.7,2,2,24,10,8.51
ORD-10615,SKU-113,Zone_B_Mezzanine,PKR-06,07-01-2026 16:03,52:07.3,6,6,22,10,7.48
ORD-10616,SKU-130,Zone_B_Mezzanine,PKR-01,07-01-2026 16:18,10:47.8,10,10,15,10,9.01
ORD-10617,SKU-118,Zone_B_Mezzanine,PKR-06,07-01-2026 16:27,34:13.0,18,18,24,10,7.56
ORD-10618,SKU-146,Zone_A_HighBay,PKR-08,07-01-2026 16:57,53:42.5,12,12,7,10,7.48
ORD-10619,SKU-115,Zone_C_Bulk,PKR-02,07-01-2026 16:51,01:30.7,4,4,21,10,8.51
ORD-10620,SKU-104,Zone_A_HighBay,PKR-02,07-01-2026 17:14,38:40.8,17,17,16,10,8.63
ORD-10621,SKU-134,Zone_C_Bulk,PKR-04,07-01-2026 17:37,55:45.7,15,15,14,10,7.77
ORD-10622,SKU-111,Zone_B_Mezzanine,PKR-03,07-01-2026 17:36,51:56.6,6,6,12,10,6.58
ORD-10623,SKU-124,Zone_A_HighBay,PKR-04,07-01-2026 18:10,13:37.5,16,16,19,10,7.5
ORD-10624,SKU-120,Zone_B_Mezzanine,PKR-07,07-01-2026 18:07,53:27.9,17,17,9,10,9.1
ORD-10625,SKU-135,Zone_A_HighBay,PKR-01,07-01-2026 18:19,43:14.1,3,3,8,10,8.41
ORD-10626,SKU-122,Zone_B_Mezzanine,PKR-06,07-01-2026 18:50,33:18.9,10,10,24,10,8.6
ORD-10627,SKU-115,Zone_A_HighBay,PKR-03,07-01-2026 18:58,23:32.9,5,5,23,10,6.11
ORD-10628,SKU-138,Zone_A_HighBay,PKR-07,07-01-2026 19:03,59:51.2,14,14,8,10,7.5
ORD-10629,SKU-144,Zone_C_Bulk,PKR-02,07-01-2026 19:37,03:35.4,13,13,19,10,8.07
ORD-10630,SKU-141,Zone_A_HighBay,PKR-02,07-01-2026 19:39,50:53.8,6,6,21,10,8.66
ORD-10631,SKU-138,Zone_C_Bulk,PKR-04,07-01-2026 20:04,01:57.4,12,12,16,10,6.16
ORD-10632,SKU-113,Zone_A_HighBay,PKR-01,07-01-2026 20:14,18:54.7,8,8,7,10,8.73
ORD-10633,SKU-130,Zone_B_Mezzanine,PKR-03,07-01-2026 20:32,53:13.0,5,5,14,10,7.75
ORD-10634,SKU-104,Zone_B_Mezzanine,PKR-09,07-01-2026 20:49,08:28.2,15,15,19,10,6.63
ORD-10635,SKU-134,Zone_B_Mezzanine,PKR-07,07-01-2026 20:57,01:21.2,16,16,14,10,7.02
ORD-10636,SKU-122,Zone_A_HighBay,PKR-07,07-01-2026 21:28,42:22.2,1,1,22,10,6.9
ORD-10637,SKU-128,Zone_A_HighBay,PKR-04,07-01-2026 21:22,53:46.8,16,16,5,10,7.7
ORD-10638,SKU-142,Zone_A_HighBay,PKR-02,07-01-2026 21:38,27:55.3,5,5,7,10,6.17
ORD-10639,SKU-110,Zone_A_HighBay,PKR-04,07-01-2026 22:00,56:49.9,3,3,16,10,6.51
ORD-10640,SKU-117,Zone_B_Mezzanine,PKR-06,07-01-2026 22:18,11:52.2,15,15,5,10,8.6
ORD-10641,SKU-146,Zone_C_Bulk,PKR-03,07-01-2026 22:30,56:12.9,13,13,7,10,6.42
ORD-10642,SKU-111,Zone_C_Bulk,PKR-01,07-01-2026 22:36,30:27.5,16,16,7,10,6.75
ORD-10643,SKU-108,Zone_B_Mezzanine,PKR-08,07-01-2026 22:58,54:18.5,11,11,9,10,7.45
ORD-10644,SKU-109,Zone_B_Mezzanine,PKR-05,07-01-2026 23:27,43:38.1,2,2,23,10,7.65
ORD-10645,SKU-143,Zone_B_Mezzanine,PKR-05,07-01-2026 23:28,16:47.1,6,6,5,10,8.44
ORD-10646,SKU-116,Zone_A_HighBay,PKR-04,07-01-2026 23:54,41:06.4,6,6,8,10,7.43
ORD-10647,SKU-137,Zone_C_Bulk,PKR-06,08-01-2026 00:11,10:59.2,14,14,8,10,8.53
ORD-10648,SKU-106,Zone_B_Mezzanine,PKR-03,08-01-2026 00:03,22:31.8,11,11,21,10,7.98
ORD-10649,SKU-145,Zone_B_Mezzanine,PKR-09,08-01-2026 00:40,56:36.1,8,9,18,10,6.36
ORD-10650,SKU-112,Zone_A_HighBay,PKR-05,08-01-2026 00:44,18:48.2,8,8,22,10,6.5
ORD-10651,SKU-139,Zone_A_HighBay,PKR-03,08-01-2026 00:47,58:36.2,1,1,5,10,7.4
ORD-10652,SKU-141,Zone_A_HighBay,PKR-01,08-01-2026 01:04,47:29.8,7,7,20,10,7.27
ORD-10653,SKU-108,Zone_C_Bulk,PKR-06,08-01-2026 01:15,30:31.4,6,6,7,10,8.38
ORD-10654,SKU-149,Zone_B_Mezzanine,PKR-02,08-01-2026 01:32,17:30.8,8,8,13,10,7.86
ORD-10655,SKU-126,Zone_A_HighBay,PKR-03,08-01-2026 01:59,11:48.5,19,19,8,10,7.24
ORD-10656,SKU-101,Zone_C_Bulk,PKR-01,08-01-2026 02:23,13:56.5,8,8,9,10,6.55
ORD-10657,SKU-104,Zone_A_HighBay,PKR-09,08-01-2026 02:41,31:12.5,14,14,15,10,6.73
ORD-10658,SKU-128,Zone_A_HighBay,PKR-08,08-01-2026 02:37,41:23.0,18,18,13,10,7.84
ORD-10659,SKU-136,Zone_A_HighBay,PKR-02,08-01-2026 03:13,20:55.9,16,16,7,10,7.36
ORD-10660,SKU-137,Zone_B_Mezzanine,PKR-08,08-01-2026 03:03,51:42.9,9,9,10,10,7.65
ORD-10661,SKU-118,Zone_C_Bulk,PKR-09,08-01-2026 03:16,20:06.2,15,15,15,10,6.55
ORD-10662,SKU-107,Zone_A_HighBay,PKR-01,08-01-2026 03:58,13:47.7,10,11,13,10,8.12
ORD-10663,SKU-147,Zone_C_Bulk,PKR-05,08-01-2026 04:08,14:56.8,16,16,19,10,8.73
ORD-10664,SKU-144,Zone_A_HighBay,PKR-08,08-01-2026 04:23,34:25.5,4,4,7,10,6.83
ORD-10665,SKU-100,Zone_C_Bulk,PKR-02,08-01-2026 04:24,10:40.2,13,13,5,10,7.57
ORD-10666,SKU-121,Zone_B_Mezzanine,PKR-04,08-01-2026 04:33,05:14.0,5,5,24,10,9.12
ORD-10667,SKU-116,Zone_C_Bulk,PKR-07,08-01-2026 04:47,48:35.3,7,7,23,10,7.07
ORD-10668,SKU-106,Zone_A_HighBay,PKR-03,08-01-2026 05:01,13:49.8,9,9,18,10,7.9
ORD-10669,SKU-124,Zone_C_Bulk,PKR-05,08-01-2026 05:39,28:55.6,8,8,21,10,6.29
ORD-10670,SKU-144,Zone_B_Mezzanine,PKR-08,08-01-2026 05:46,46:45.2,16,16,18,10,7.94
ORD-10671,SKU-103,Zone_A_HighBay,PKR-03,08-01-2026 06:07,04:45.8,6,6,21,10,6.29
ORD-10672,SKU-135,Zone_C_Bulk,PKR-04,08-01-2026 06:20,04:04.1,16,16,18,10,9.07
ORD-10673,SKU-105,Zone_A_HighBay,PKR-09,08-01-2026 06:38,40:09.6,6,6,16,10,8.29
ORD-10674,SKU-130,Zone_C_Bulk,PKR-07,08-01-2026 06:49,04:56.2,14,14,20,10,8.52
ORD-10675,SKU-118,Zone_A_HighBay,PKR-01,08-01-2026 07:07,59:12.6,1,1,5,10,8.25
ORD-10676,SKU-143,Zone_B_Mezzanine,PKR-04,08-01-2026 07:12,17:34.7,9,9,17,10,7.89
ORD-10677,SKU-138,Zone_B_Mezzanine,PKR-04,08-01-2026 07:19,54:23.0,13,13,10,10,7.44
ORD-10678,SKU-126,Zone_A_HighBay,PKR-09,08-01-2026 07:59,07:43.6,19,19,21,10,8.75
ORD-10679,SKU-109,Zone_A_HighBay,PKR-06,08-01-2026 08:05,16:46.6,17,17,16,10,9.06
ORD-10680,SKU-125,Zone_A_HighBay,PKR-09,08-01-2026 08:29,18:13.4,11,11,23,10,7.6
ORD-10681,SKU-118,Zone_A_HighBay,PKR-06,08-01-2026 08:23,46:01.1,8,8,10,10,8.98
ORD-10682,SKU-138,Zone_A_HighBay,PKR-06,08-01-2026 08:54,44:30.5,5,5,11,10,7.87
ORD-10683,SKU-102,Zone_B_Mezzanine,PKR-05,08-01-2026 09:13,23:25.1,10,10,5,10,7.72
ORD-10684,SKU-144,Zone_A_HighBay,PKR-05,08-01-2026 09:24,45:39.6,7,7,5,10,7.45
ORD-10685,SKU-112,Zone_A_HighBay,PKR-02,08-01-2026 09:42,56:45.4,10,10,9,10,6.67
ORD-10686,SKU-149,Zone_B_Mezzanine,PKR-08,08-01-2026 09:51,26:56.4,4,4,10,10,6.01
ORD-10687,SKU-127,Zone_A_HighBay,PKR-08,08-01-2026 09:50,18:02.4,9,9,20,10,6.77
ORD-10688,SKU-119,Zone_C_Bulk,PKR-01,08-01-2026 10:04,15:55.5,14,14,20,10,7.63
ORD-10689,SKU-127,Zone_C_Bulk,PKR-08,08-01-2026 10:39,44:46.7,2,2,18,10,7.22
ORD-10690,SKU-107,Zone_B_Mezzanine,PKR-05,08-01-2026 10:39,31:03.1,9,9,5,10,7.44
ORD-10691,SKU-140,Zone_B_Mezzanine,PKR-02,08-01-2026 10:52,04:22.5,1,1,17,10,9.14
ORD-10692,SKU-138,Zone_C_Bulk,PKR-02,08-01-2026 11:06,11:21.9,10,10,24,10,7.12
ORD-10693,SKU-100,Zone_A_HighBay,PKR-06,08-01-2026 11:21,33:35.9,10,10,14,10,7.45
ORD-10694,SKU-102,Zone_A_HighBay,PKR-09,08-01-2026 11:35,24:22.4,3,3,14,10,6.43
ORD-10695,SKU-112,Zone_A_HighBay,PKR-01,08-01-2026 12:05,51:45.9,6,6,13,10,6.15
